_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,geometry
2538775,4155375,2017.0,2020.0,1965.0,PRIVATE,2,Etobicoke Centre,287 MARKLAND DR,10,118,2020-11-03,80,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,W0233,43.6275335945,-79.5780494311,POINT (298485.949 4831734.901)
2538776,4154322,2017.0,2020.0,1984.0,PRIVATE,5,York South-Weston,15 MARTHA EATON WAY,23,364,2020-11-03,82,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,W0528,43.696553917,-79.488464036,POINT (305714.067 4839400.786)
2538777,4233149,2017.0,2020.0,1980.0,PRIVATE,5,York South-Weston,25 MARTHA EATON WAY,23,318,2020-11-03,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,W0528,43.698103059,-79.48903821,POINT (305667.766 4839572.884)
2538778,4152898,2020.0,2020.0,1958.0,PRIVATE,4,Parkdale-High Park,93 COE HILL DR,4,33,2020-11-03,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,3.0,5.0,,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,S0430,43.6414422476,-79.4724449481,POINT (307007.546 4833277.515)
2538779,4155263,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2020-11-03,79,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.6386262832,-79.4911761302,POINT (305496.279 4832964.393)
2538780,4156504,2017.0,2020.0,1966.0,PRIVATE,6,York Centre,41 BROOKWELL DR,4,38,2020-11-03,86,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0625,43.7440538624,-79.4951490688,POINT (305175.28 4844676.739)
2538781,4154472,2017.0,2020.0,1969.0,PRIVATE,7,Humber River-Black Creek,20 BROADOAKS DR,9,177,2020-11-03,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0731,43.7577107844,-79.4909188845,POINT (305515.869 4846193.988)
2538782,4154721,2017.0,2020.0,1960.0,PRIVATE,18,Willowdale,6161 BATHURST ST,13,170,2020-11-03,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,N1821,43.7888662031,-79.4463491989,POINT (309102.531 4849656.589)
2538783,4154722,2017.0,2020.0,1960.0,PRIVATE,18,Willowdale,6171 BATHURST ST,13,170,2020-11-03,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,N1821,43.7898670361,-79.4451703972,POINT (309197.325 4849767.841)
2538784,4152728,2017.0,2020.0,1972.0,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,2020-11-03,85,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,,E2123,43.7723180506,-79.2859346865,POINT (322017.714 4847838.926)
2538785,4152940,2017.0,2020.0,1929.0,PRIVATE,4,Parkdale-High Park,2010 BLOOR ST W,3,24,2020-11-03,67,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,2.0,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,S0428,43.652849679,-79.469860803,POINT (307215.325 4834545.847)
2538786,4153343,2017.0,2020.0,1916.0,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2020-11-03,71,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,S1236,43.6823886069,-79.4176648249,POINT (311422.714 4837829.264)
2538787,4154622,2017.0,2020.0,1964.0,PRIVATE,6,York Centre,5950 BATHURST ST,12,133,2020-11-03,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,N0622,43.7833167719,-79.4460923651,POINT (309123.629 4849040.079)
2538788,4152730,2017.0,2020.0,1969.0,PRIVATE,21,Scarborough Centre,5 BROCKLEY DR,21,254,2020-11-03,80,Evaluation needs to be conducted in 2 years,19,4.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,,E2129,43.7534828961,-79.2626268384,POINT (323900.045 4845751.469)
2538789,4154459,2017.0,2020.0,1966.0,PRIVATE,6,York Centre,41-51 BROOKWELL DR,4,48,2020-11-03,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,N0625,43.744081781,-79.495035439,POINT (305180.295 4844713.736)
2538790,4155234,2017.0,2020.0,1947.0,PRIVATE,3,Etobicoke-Lakeshore,3 NEWHOLM RD,4,25,2020-11-03,74,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,4.0,4.0,,3.0,,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,W0329,43.6360787547,-79.4876301384,POINT (305782.438 4832681.407)
2538791,4155233,2017.0,2020.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,5 NEWHOLM RD,4,27,2020-11-03,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,,W0329,43.6356446898,-79.4874066551,POINT (305800.477 4832633.187)
2538792,4155237,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,8 NEWHOLM RD,4,26,2020-11-03,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0329,43.6354822227,-79.4882224103,POINT (305734.649 4832615.13)
2538793,4153056,2019.0,2020.0,1930.0,PRIVATE,4,Parkdale-High Park,1643 BLOOR ST W,3,24,2020-11-03,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,,S0432,43.655253044,-79.455904958,POINT (308340.964 4834813.343)
2538794,4243431,2017.0,2020.0,1968.0,PRIVATE,7,Humber River-Black Creek,2801 JANE ST,17,234,2020-11-03,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,W0730,43.750216797,-79.515167827,POINT (303562.808 4845362.501)
2538795,4154634,2017.0,2020.0,1972.0,PRIVATE,6,York Centre,1875 STEELES AVE W,4,120,2020-11-02,75,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,N0622,43.787093865,-79.467715903,POINT (307382.726 4849459.76)
2538796,4155070,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,502 GILBERT AVE,3,23,2020-11-02,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S0921,43.6919981634,-79.4636000249,POINT (307718.735 4838894.234)
2538797,4154327,2017.0,2020.0,1959.0,PRIVATE,5,York South-Weston,1724 LAWRENCE AVE W,3,30,2020-11-02,75,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,,W0528,43.7048994606,-79.4973466692,POINT (304998.33 4840326.957)
2538798,4155748,2017.0,2020.0,1966.0,PRIVATE,2,Etobicoke Centre,30 FONTENAY CRT,14,96,2020-11-02,94,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,W0230,43.683261189,-79.512454519,POINT (303780.01 4837924.146)
2538799,4154244,2017.0,2020.0,1959.0,PRIVATE,7,Humber River-Black Creek,2433 FINCH AVE W,6,117,2020-11-02,73,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,,5.0,4.0,,W0727,43.749436556,-79.548159932,POINT (300917.135 4845264.927)
2538800,4154251,2018.0,2020.0,1993.0,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2020-11-02,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,W0727,43.747070571,-79.562597925,POINT (299742.782 4845014.81)
2538801,4155386,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,25 EVA RD,5,48,2020-11-02,72,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,,W0233,43.638931663,-79.563356099,POINT (299581.049 4833030.633)
2538802,4155385,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,351 THE WEST MALL,5,49,2020-11-02,78,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,3.0,3.0,3.0,,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,,W0233,43.638729619,-79.564232582,POINT (299601.61 4832978.702)
2538803,4155245,2017.0,2020.0,1965.0,PRIVATE,3,Etobicoke-Lakeshore,177 BERRY RD,4,23,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,W0329,43.6368219752,-79.4892158365,POINT (305654.469 4832763.96)
2538804,4155244,2017.0,2020.0,1953.0,PRIVATE,3,Etobicoke-Lakeshore,179 BERRY RD,4,23,2020-11-02,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,W0329,43.6366442394,-79.4899445536,POINT (305595.659 4832744.208)
2538805,4155736,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,6020 BATHURST ST,11,149,2020-11-02,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,N0622,43.7870875087,-79.4473742209,POINT (309020.18 4849458.928)
2538806,4155737,2017.0,2020.0,1967.0,PRIVATE,6,York Centre,6030 BATHURST ST,19,247,2020-11-02,79,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,N0622,43.7878226343,-79.4475892246,POINT (309002.816 4849540.586)
2538807,4156071,2017.0,2020.0,1970.0,PRIVATE,6,York Centre,6040 BATHURST ST,17,202,2020-11-02,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,,N0622,43.7890444892,-79.4476519388,POINT (309058.568 4849670.127)
2538808,4156565,2017.0,2020.0,1968.0,PRIVATE,5,York South-Weston,15 HARDING AVE,19,335,2020-11-02,77,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,W0528,,,POINT (304655.788 4839682.129)
2538809,4155077,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,524 HARVIE AVE,3,29,2020-11-02,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.690686289,-79.455914851,POINT (308342.955 4838761.115)
2538810,4155076,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,526 HARVIE AVE,3,29,2020-11-02,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.690799353,-79.456216348,POINT (308313.746 4838762.298)
2538811,4155075,2017.0,2020.0,1958.0,PRIVATE,9,Davenport,554 HARVIE AVE,4,15,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,S0921,43.691729939,-79.456536022,POINT (308287.926 4838865.668)
2538812,4155240,2017.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,187 BERRY RD,4,30,2020-11-02,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0329,43.6361245275,-79.4924603306,POINT (305392.633 4832686.451)
2538813,4154330,2017.0,2020.0,1971.0,PRIVATE,5,York South-Weston,1747-1755 JANE ST,15,102,2020-11-02,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0528,43.704957417,-79.503637456,POINT (304459.004 4840344.142)
2538814,4155377,2017.0,2020.0,1965.0,PRIVATE,2,Etobicoke Centre,210 MARKLAND DR,13,151,2020-11-02,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,3.0,3.0,,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,,W0233,43.6301975537,-79.5798906401,POINT (298337.645 4832030.995)
2538815,4155531,2017.0,2020.0,1993.0,TCHC,3,Etobicoke-Lakeshore,250 TWELFTH ST,14,178,2020-11-02,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,W0335,43.6006696381,-79.5115220432,POINT (303854.172 4828747.612)
2538816,4155470,2017.0,2020.0,1977.0,TCHC,3,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2020-11-02,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,W0336,43.6154876721,-79.4969959174,POINT (305026.782 4830393.808)
2538817,4154323,2017.0,2020.0,1965.0,PRIVATE,5,York South-Weston,101 BROOKHAVEN DR,3,19,2020-11-02,82,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,,W0528,43.7034048782,-79.4948376318,POINT (305200.553 4840160.923)
2538818,4155071,2017.0,2020.0,1960.0,PRIVATE,9,Davenport,500 GILBERT AVE,3,29,2020-11-02,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,,S0921,43.6918123311,-79.4635662158,POINT (307721.469 4838873.59)
2538819,4155399,2017.0,2020.0,1960.0,PRIVATE,2,Etobicoke Centre,530 THE EAST MALL,7,110,2020-11-02,86,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,5.0,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,W0232,43.6515343757,-79.563209379,POINT (299685.571 4834400.211)
2538820,4155907,2017.0,2020.0,1960.0,PRIVATE,8,Eglinton-Lawrence,99 MARLEE AVE,6,59,2020-11-01,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N0832,43.7009946331,-79.4402809991,POINT (309597.858 4839894.798)
2538821,4153983,2018.0,2020.0,1953.0,PRIVATE,8,Eglinton-Lawrence,2601 BATHURST ST,6,62,2020-11-01,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,N0833,43.7074440123,-79.4262923027,POINT (310724.736 4840612.236)
2538822,4168552,2017.0,2020.0,1968.0,PRIVATE,5,York South-Weston,2625 KEELE ST,3,10,2020-11-01,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,3.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0523,43.7206243827,-79.4802007293,POINT (306379.805 4842074.038)
2538823,4154313,2017.0,2020.0,1950.0,PRIVATE,5,York South-Weston,2605 KEELE ST,3,12,2020-11-01,86,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,W0523,43.7191723913,-79.4799616805,POINT (306399.103 4841912.738)
2538824,4153969,2017.0,2020.0,1967.0,PRIVATE,8,Eglinton-Lawrence,140 ELM RIDGE DR,18,229,2020-11-01,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,N0832,43.7032886184,-79.438743858,POINT (309721.568 4840149.728)
2538825,4153958,2017.0,2020.0,1962.0,PRIVATE,8,Eglinton-Lawrence,15 SHALLMAR BLVD,7,78,2020-11-01,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,N0832,43.703946444,-79.424475355,POINT (310871.253 4840224.76)
2538826,4156293,2017.0,2020.0,1967.0,PRIVATE,8,Eglinton-Lawrence,111 RIDELLE AVE,18,139,2020-11-01,80,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,N0832,43.7043088813,-79.4391249601,POINT (309690.767 4840263.024)
2538827,4153979,2017.0,2020.0,1953.0,PRIVATE,8,Eglinton-Lawrence,675 ROSELAWN AVE,6,52,2020-11-01,68,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,N0833,43.705024326,-79.425827726,POINT (310762.152 4840344.42)
2538828,4155433,2017.0,2020.0,1959.0,PRIVATE,1,Etobicoke North,20 TORBOLTON DR,3,17,2020-11-01,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,W0130,43.719111062,-79.5589012928,POINT (300038.47 4841907.547)
2538829,4153434,2017.0,2020.0,1978.0,TCHC,13,Toronto Centre,200 SHERBOURNE ST,7,174,2020-11-01,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,,S1332,43.6571186557,-79.3709227315,POINT (315195.671 4835026.678)
2538830,4153663,2017.0,2020.0,1928.0,TCHC,19,Beaches-East York,42 HUBBARD BLVD,3,27,2020-10-31,84,Evaluation needs to be conducted in 2 years,16,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S1942,43.66853304,-79.2929025123,POINT (321485.456 4836307.452)
2538831,4154277,2017.0,2020.0,1965.0,PRIVATE,7,Humber River-Black Creek,50 PEARLDALE AVE,7,96,2020-10-30,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0722,43.74918598,-79.563851453,POINT (299642.013 4845249.898)
2538832,4152916,2017.0,2020.0,1935.0,PRIVATE,4,Parkdale-High Park,2526 BLOOR ST W,4,19,2020-10-30,68,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,2.0,3.0,,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,S0430,43.648016589,-79.48963831,POINT (305608.671 4834006.596)
2538833,4152903,2017.0,2020.0,1940.0,PRIVATE,4,Parkdale-High Park,2555 BLOOR ST W,4,34,2020-10-30,75,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,,S0430,43.6476402456,-79.4906914801,POINT (305535.289 4833965.806)
2538834,4154719,2017.0,2020.0,1982.0,SOCIAL HOUSING,18,Willowdale,6091 BATHURST ST,6,90,2020-10-30,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,N1821,43.787160745,-79.4456380716,POINT (309159.906 4849467.158)
2538835,4154176,2017.0,2020.0,1960.0,PRIVATE,16,Don Valley East,701 DON MILLS RD,25,333,2020-10-30,79,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,N1630,43.708313291,-79.332845454,POINT (318255.235 4840720.639)
2538836,4153057,2017.0,2020.0,1960.0,PRIVATE,4,Parkdale-High Park,1639 BLOOR ST W,6,46,2020-10-30,77,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S0432,43.655402768,-79.455626577,POINT (308363.408 4834829.986)
2538837,4152675,2017.0,2020.0,1960.0,PRIVATE,20,Scarborough Southwest,821 BIRCHMOUNT RD,6,53,2020-10-30,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2023,43.7287302268,-79.2769823529,POINT (322751.357 4842998.379)
2538838,4152676,2017.0,2020.0,1961.0,PRIVATE,20,Scarborough Southwest,829 BIRCHMOUNT RD,6,65,2020-10-30,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,E2023,43.7290106156,-79.2769309728,POINT (322755.413 4843029.54)
2538839,4153355,2017.0,2020.0,1956.0,PRIVATE,12,Toronto-St. Paul's,291 AVENUE RD,8,96,2020-10-30,86,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,,S1238,43.679355025,-79.398110045,POINT (312999.492 4837494.932)
2538840,4232788,2017.0,2020.0,2015.0,PRIVATE,17,Don Valley North,106 PARKWAY FOREST DR,7,95,2020-10-30,98,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,N1730,43.774094874,-79.341793943,POINT (317512.069 4848026.048)
2538841,4152982,2018.0,2020.0,1956.0,PRIVATE,4,Parkdale-High Park,95 JAMESON AVE,9,66,2020-10-30,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,,S0437,43.6354033108,-79.4349062431,POINT (310036.705 4832608.24)
2538842,4154751,2017.0,2020.0,1992.0,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2020-10-29,84,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,,3.0,4.0,4.0,N1825,43.7782172975,-79.4059349081,POINT (312356.512 4848476.407)
2538843,4155828,2018.0,2020.0,1944.0,PRIVATE,4,Parkdale-High Park,2561 BLOOR ST W,4,34,2020-10-29,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,S0425,43.647625728,-79.491336413,POINT (305480.451 4833992.441)
